request_id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
REQ-00964,12500,36 months,13.28,390.44,B,7 years,MORTGAGE,31142.0,Source Verified,debt_consolidation,25.79,1,753,39.33,Fully Paid,2026-05-19 09:00:00
REQ-00965,13500,36 months,14.89,444.47,C,10+ years,MORTGAGE,26394.0,Not Verified,debt_consolidation,17.1,0,706,78.77,Fully Paid,2026-04-25 23:00:00
REQ-00966,21400,36 months,12.93,684.81,B,2 years,MORTGAGE,29212.0,Source Verified,debt_consolidation,16.73,0,720,80.07,Fully Paid,2026-04-25 11:00:00
REQ-00967,23500,36 months,9.37,735.0,A,< 1 year,MORTGAGE,102562.0,Verified,credit_card,21.03,0,743,73.0,Fully Paid,2026-03-24 16:00:00
REQ-00968,22300,36 months,21.24,781.14,E,5 years,RENT,24744.0,Verified,debt_consolidation,24.76,2,684,80.73,Fully Paid,2026-05-22 03:00:00
REQ-00969,27100,36 months,12.98,912.85,C,10+ years,MORTGAGE,56000.0,Source Verified,credit_card,24.98,1,695,36.8,Fully Paid,2026-03-06 07:00:00
REQ-00970,9300,36 months,21.66,346.38,E,5 years,MORTGAGE,140250.0,Not Verified,debt_consolidation,3.52,0,683,92.2,Fully Paid,2026-03-26 08:00:00
REQ-00971,6000,36 months,15.75,202.89,D,1 year,MORTGAGE,73727.0,Source Verified,small_business,17.58,0,694,32.13,Fully Paid,2026-04-12 11:00:00
REQ-00972,8600,36 months,11.17,272.16,A,10+ years,OWN,145931.0,Not Verified,car,21.41,0,757,72.73,Fully Paid,2026-04-06 20:00:00
REQ-00973,8900,36 months,14.55,295.82,D,4 years,RENT,64052.0,Source Verified,medical,14.3,1,718,62.43,Fully Paid,2026-04-07 19:00:00
REQ-00974,30200,36 months,10.49,974.33,B,10+ years,MORTGAGE,40048.0,Source Verified,debt_consolidation,14.62,0,707,46.17,Fully Paid,2026-03-09 15:00:00
REQ-00975,28700,36 months,20.58,1060.46,E,< 1 year,RENT,48779.0,Source Verified,home_improvement,26.01,1,662,94.63,Fully Paid,2026-03-20 20:00:00
REQ-00976,12900,36 months,14.99,443.97,C,8 years,OWN,128760.0,Not Verified,car,9.37,0,695,62.97,Fully Paid,2026-03-13 12:00:00
REQ-00977,11700,36 months,20.44,419.7,E,4 years,OWN,92312.0,Source Verified,debt_consolidation,18.64,1,695,30.1,Fully Paid,2026-04-19 21:00:00
REQ-00978,10400,36 months,9.32,322.65,A,7 years,RENT,97167.0,Source Verified,debt_consolidation,30.9,0,753,87.17,Fully Paid,2026-04-02 19:00:00
REQ-00979,17900,36 months,19.47,633.47,D,3 years,MORTGAGE,91088.0,Source Verified,credit_card,9.43,0,701,79.8,Fully Paid,2026-04-14 01:00:00
REQ-00980,6500,36 months,17.38,221.78,D,10+ years,MORTGAGE,136496.0,Not Verified,credit_card,14.78,1,709,78.67,Fully Paid,2026-04-23 03:00:00
REQ-00981,10000,36 months,14.59,325.45,B,9 years,MORTGAGE,24833.0,Not Verified,credit_card,17.34,0,710,95.33,Charged Off,2026-04-27 14:00:00
REQ-00982,12200,36 months,10.16,377.59,A,4 years,MORTGAGE,88112.0,Source Verified,other,18.85,0,763,62.8,Fully Paid,2026-04-17 16:00:00
REQ-00983,16200,36 months,13.39,521.89,C,10+ years,MORTGAGE,55777.0,Not Verified,other,19.41,0,719,62.87,Fully Paid,2026-04-24 17:00:00
REQ-00984,25400,36 months,15.77,846.92,B,5 years,MORTGAGE,43562.0,Verified,debt_consolidation,17.35,0,706,55.87,Fully Paid,2026-04-26 00:00:00
REQ-00985,12600,36 months,20.35,448.28,E,8 years,OWN,39548.0,Verified,debt_consolidation,13.64,0,662,56.47,Fully Paid,2026-04-22 09:00:00
REQ-00986,10100,60 months,11.47,204.65,B,10+ years,RENT,33227.0,Not Verified,debt_consolidation,32.82,2,741,70.97,Charged Off,2026-04-22 04:00:00
REQ-00987,20000,36 months,16.59,694.19,D,10+ years,RENT,53531.0,Source Verified,debt_consolidation,29.97,0,679,20.3,Fully Paid,2026-03-23 11:00:00
REQ-00988,13900,36 months,19.83,508.32,D,2 years,OWN,39388.0,Source Verified,debt_consolidation,11.69,1,679,24.73,Charged Off,2026-03-18 21:00:00
REQ-00989,18400,36 months,20.94,650.89,C,10+ years,MORTGAGE,105950.0,Source Verified,debt_consolidation,20.51,0,694,36.6,Fully Paid,2026-05-07 07:00:00
REQ-00990,6200,36 months,9.11,191.75,A,1 year,MORTGAGE,170500.0,Not Verified,debt_consolidation,9.91,0,743,80.87,Fully Paid,2026-04-04 06:00:00
REQ-00991,24500,60 months,15.8,554.95,C,,MORTGAGE,73850.0,Not Verified,debt_consolidation,4.67,0,712,89.5,Fully Paid,2026-04-18 06:00:00
REQ-00992,23100,60 months,31.0,747.36,G,4 years,RENT,102638.0,Verified,debt_consolidation,14.48,0,642,73.93,Fully Paid,2026-03-16 23:00:00
REQ-00993,5800,36 months,12.28,186.55,B,10+ years,RENT,83312.0,Not Verified,credit_card,18.55,0,723,57.93,Fully Paid,2026-04-07 23:00:00
REQ-00994,25200,36 months,12.75,810.18,C,2 years,RENT,60200.0,Not Verified,credit_card,19.48,0,703,56.4,Fully Paid,2026-04-16 13:00:00
REQ-00995,13300,36 months,14.19,433.48,C,3 years,RENT,32373.0,Not Verified,credit_card,13.24,2,707,51.77,Fully Paid,2026-04-22 08:00:00
REQ-00996,13700,36 months,16.69,466.17,C,9 years,MORTGAGE,144638.0,Not Verified,car,15.51,0,708,106.7,Fully Paid,2026-04-13 04:00:00
REQ-00997,7900,36 months,13.44,260.29,B,8 years,MORTGAGE,32908.0,Verified,debt_consolidation,10.73,0,724,59.57,Fully Paid,2026-04-04 22:00:00
REQ-00998,13400,36 months,19.33,456.87,D,2 years,MORTGAGE,50644.0,Verified,debt_consolidation,30.33,1,704,103.23,Fully Paid,2026-05-23 02:00:00
REQ-00999,10600,60 months,17.93,251.78,D,9 years,MORTGAGE,66500.0,Verified,debt_consolidation,13.74,0,677,60.7,Charged Off,2026-04-16 15:00:00
REQ-01000,11200,36 months,19.88,390.34,D,10+ years,OTHER,39650.0,Not Verified,debt_consolidation,10.42,0,691,70.3,Fully Paid,2026-05-06 05:00:00
REQ-01001,5400,60 months,15.46,118.65,B,2 years,RENT,16750.0,Not Verified,debt_consolidation,8.99,1,723,47.53,Fully Paid,2026-05-02 21:00:00
REQ-01002,16700,36 months,19.78,593.57,D,< 1 year,RENT,82862.0,Source Verified,debt_consolidation,4.78,1,695,48.1,Fully Paid,2026-04-13 05:00:00
REQ-01003,11100,36 months,15.91,362.93,C,8 years,RENT,97771.0,Source Verified,home_improvement,23.18,0,722,72.27,Fully Paid,2026-05-14 02:00:00
REQ-01004,9600,36 months,18.53,347.21,D,4 years,MORTGAGE,147267.0,Not Verified,home_improvement,25.76,1,683,71.67,Fully Paid,2026-03-14 14:00:00
REQ-01005,24400,36 months,13.17,760.9,B,5 years,RENT,16419.0,Source Verified,debt_consolidation,9.69,0,751,52.83,Fully Paid,2026-05-24 16:00:00
REQ-01006,12400,60 months,17.2,277.09,B,10+ years,RENT,30321.0,Verified,credit_card,5.3,1,724,72.27,Fully Paid,2026-05-12 18:00:00
REQ-01007,18400,36 months,13.19,595.36,C,6 years,MORTGAGE,53900.0,Not Verified,home_improvement,19.03,2,709,92.8,Fully Paid,2026-04-17 13:00:00
REQ-01008,7800,60 months,17.71,180.32,E,10+ years,OWN,30500.0,Not Verified,home_improvement,7.29,1,710,50.53,Fully Paid,2026-04-28 07:00:00
REQ-01009,31000,36 months,14.18,1017.54,B,4 years,MORTGAGE,75688.0,Verified,debt_consolidation,17.94,1,721,41.6,Fully Paid,2026-04-13 19:00:00
REQ-01010,10800,60 months,27.14,321.06,F,4 years,RENT,50344.0,Verified,debt_consolidation,18.01,0,650,40.5,Fully Paid,2026-03-25 11:00:00
REQ-01011,8100,36 months,24.02,299.05,E,,MORTGAGE,119356.0,Verified,credit_card,13.94,0,671,62.7,Charged Off,2026-05-10 04:00:00
REQ-01012,21700,60 months,15.82,514.19,C,2 years,MORTGAGE,92000.0,Not Verified,debt_consolidation,19.45,0,693,23.13,Charged Off,2026-03-20 19:00:00
REQ-01013,6100,36 months,11.9,197.98,C,4 years,MORTGAGE,98531.0,Not Verified,debt_consolidation,12.29,0,720,32.8,Fully Paid,2026-03-26 10:00:00
REQ-01014,13900,60 months,12.71,293.35,B,2 years,MORTGAGE,33425.0,Verified,medical,18.93,1,732,77.6,Fully Paid,2026-04-14 23:00:00
REQ-01015,11300,36 months,19.12,386.87,D,10+ years,OWN,109250.0,Not Verified,credit_card,9.06,2,692,71.07,Fully Paid,2026-05-11 23:00:00
REQ-01016,22000,36 months,17.22,765.01,D,2 years,MORTGAGE,63433.0,Not Verified,credit_card,24.97,0,705,80.37,Fully Paid,2026-03-31 21:00:00
REQ-01017,14200,36 months,13.09,462.14,B,6 years,OWN,136794.0,Source Verified,car,16.11,0,722,47.63,Fully Paid,2026-04-07 01:00:00
REQ-01018,22700,36 months,10.82,741.24,B,7 years,OWN,79900.0,Not Verified,debt_consolidation,10.3,0,737,62.8,Fully Paid,2026-03-03 07:00:00
REQ-01019,15700,36 months,20.76,585.55,E,10+ years,MORTGAGE,94196.0,Not Verified,debt_consolidation,10.92,0,652,59.47,Fully Paid,2026-03-13 19:00:00
REQ-01020,32700,36 months,5.84,992.43,A,9 years,MORTGAGE,57500.0,Not Verified,debt_consolidation,32.81,0,744,58.7,Fully Paid,2026-03-02 22:00:00
REQ-01021,13900,36 months,14.46,478.18,C,< 1 year,MORTGAGE,94500.0,Verified,debt_consolidation,20.17,0,670,41.3,Fully Paid,2026-03-02 07:00:00
REQ-01022,14900,36 months,17.41,497.82,D,10+ years,RENT,36496.0,Verified,home_improvement,25.56,0,723,63.27,Fully Paid,2026-05-14 19:00:00
REQ-01023,14900,36 months,20.64,521.2,C,5 years,RENT,79088.0,Verified,credit_card,14.15,0,711,88.77,Fully Paid,2026-05-13 00:00:00
REQ-01024,14700,36 months,17.99,498.78,C,10+ years,RENT,16331.0,Verified,debt_consolidation,12.03,0,722,98.1,Fully Paid,2026-05-07 04:00:00
REQ-01025,27900,36 months,14.99,967.03,D,9 years,MORTGAGE,35100.0,Verified,debt_consolidation,19.36,0,677,64.5,Fully Paid,2026-03-02 23:00:00
REQ-01026,7600,36 months,7.31,235.74,A,10+ years,MORTGAGE,28100.0,Not Verified,debt_consolidation,26.77,0,753,44.3,Fully Paid,2026-03-03 11:00:00
REQ-01027,18200,36 months,15.74,624.16,C,10+ years,MORTGAGE,99375.0,Source Verified,other,14.33,1,691,54.0,Fully Paid,2026-03-26 02:00:00
REQ-01028,18600,60 months,13.85,403.02,B,8 years,MORTGAGE,71488.0,Not Verified,debt_consolidation,11.06,0,729,90.2,Fully Paid,2026-04-17 19:00:00
REQ-01029,7900,36 months,10.09,247.89,B,5 years,MORTGAGE,73150.0,Source Verified,debt_consolidation,22.23,0,726,39.77,Fully Paid,2026-04-01 21:00:00
REQ-01030,18200,36 months,11.47,578.5,B,4 years,MORTGAGE,30996.0,Not Verified,debt_consolidation,18.64,0,709,42.73,Fully Paid,2026-04-09 19:00:00
REQ-01031,27200,36 months,20.29,1001.04,E,10+ years,RENT,54146.0,Not Verified,credit_card,21.21,0,659,66.33,Fully Paid,2026-03-19 15:00:00
REQ-01032,10600,60 months,10.79,208.84,A,10+ years,MORTGAGE,34667.0,Source Verified,debt_consolidation,25.69,1,750,72.73,Fully Paid,2026-04-28 21:00:00
REQ-01033,19600,36 months,19.73,710.85,D,10+ years,RENT,108844.0,Not Verified,debt_consolidation,15.89,0,697,90.1,Fully Paid,2026-03-24 22:00:00
REQ-01034,9500,60 months,21.9,261.84,E,10+ years,MORTGAGE,46500.0,Not Verified,debt_consolidation,15.7,0,666,88.8,Fully Paid,2026-03-04 23:00:00
REQ-01035,17300,36 months,25.81,659.0,E,8 years,RENT,33667.0,Not Verified,debt_consolidation,8.42,0,682,36.33,Charged Off,2026-04-27 05:00:00
REQ-01036,9600,36 months,20.41,334.72,E,< 1 year,MORTGAGE,80117.0,Verified,debt_consolidation,6.75,0,679,54.77,Fully Paid,2026-05-15 19:00:00
REQ-01037,17500,60 months,10.51,376.23,B,10+ years,RENT,93600.0,Not Verified,other,34.83,0,698,48.6,Charged Off,2026-03-06 07:00:00
REQ-01038,7500,36 months,15.13,251.37,C,2 years,RENT,31892.0,Not Verified,debt_consolidation,12.53,0,685,72.43,Fully Paid,2026-04-08 03:00:00
REQ-01039,40000,36 months,16.0,1319.04,C,6 years,MORTGAGE,59312.0,Not Verified,credit_card,18.43,0,703,74.5,Fully Paid,2026-05-06 14:00:00
REQ-01040,11500,60 months,16.5,258.73,C,10+ years,RENT,31917.0,Not Verified,debt_consolidation,31.02,0,725,,Fully Paid,2026-04-29 07:00:00
REQ-01041,12300,60 months,35.0,397.95,G,7 years,MORTGAGE,54467.0,Verified,credit_card,9.82,0,630,77.57,Charged Off,2026-05-15 13:00:00
REQ-01042,3500,60 months,16.39,82.15,D,10+ years,RENT,49408.0,Verified,debt_consolidation,12.09,2,695,82.77,Fully Paid,2026-04-04 07:00:00
REQ-01043,11000,36 months,10.99,349.75,B,3 years,MORTGAGE,41433.0,Not Verified,debt_consolidation,15.62,0,704,33.37,Fully Paid,2026-03-30 18:00:00
REQ-01044,9000,36 months,17.01,303.29,C,6 years,OTHER,77583.0,Not Verified,medical,15.75,1,695,81.23,Fully Paid,2026-04-29 21:00:00
REQ-01045,12500,36 months,15.05,430.57,C,10+ years,RENT,58065.0,Source Verified,credit_card,9.29,0,699,64.47,Fully Paid,2026-03-09 02:00:00
REQ-01046,10800,36 months,16.64,377.78,D,10+ years,OWN,88358.0,Source Verified,credit_card,23.55,0,681,13.63,Charged Off,2026-03-19 03:00:00
REQ-01047,25700,36 months,10.17,789.67,B,7 years,MORTGAGE,57571.0,Not Verified,debt_consolidation,19.23,0,744,69.27,Fully Paid,2026-04-21 17:00:00
REQ-01048,17300,36 months,11.65,539.33,A,,OTHER,30750.0,Verified,credit_card,13.73,0,772,84.63,Fully Paid,2026-04-29 08:00:00
REQ-01049,22000,36 months,20.17,813.9,D,6 years,RENT,138552.0,Source Verified,debt_consolidation,12.55,0,700,76.97,Fully Paid,2026-03-12 04:00:00
REQ-01050,13000,36 months,23.36,485.51,D,10+ years,RENT,48388.0,Not Verified,debt_consolidation,15.38,0,688,78.4,Fully Paid,2026-04-15 06:00:00
REQ-01051,2600,60 months,15.26,59.5,C,5 years,RENT,64992.0,Not Verified,home_improvement,7.72,1,708,,Fully Paid,2026-04-01 18:00:00
REQ-01052,17800,36 months,9.61,546.44,A,10+ years,RENT,63088.0,Source Verified,home_improvement,13.86,0,747,39.0,Fully Paid,2026-04-18 08:00:00
REQ-01053,9400,36 months,16.05,305.74,C,2 years,MORTGAGE,25669.0,Source Verified,debt_consolidation,8.26,0,712,80.13,Fully Paid,2026-05-23 16:00:00
REQ-01054,19500,36 months,6.99,602.01,A,2 years,MORTGAGE,41900.0,Not Verified,credit_card,11.41,0,759,49.3,Fully Paid,2026-03-02 00:00:00
REQ-01055,16200,36 months,18.4,545.06,C,10+ years,MORTGAGE,50875.0,Verified,debt_consolidation,5.54,0,705,65.63,Fully Paid,2026-05-20 15:00:00
REQ-01056,12400,36 months,19.6,442.71,D,1 year,RENT,31444.0,Not Verified,debt_consolidation,9.4,0,686,65.33,Fully Paid,2026-04-11 22:00:00
REQ-01057,13100,36 months,15.61,429.56,B,10+ years,RENT,70444.0,Verified,medical,21.55,1,713,48.4,Fully Paid,2026-05-07 17:00:00
REQ-01058,15700,36 months,16.53,536.82,C,10+ years,MORTGAGE,164385.0,Verified,debt_consolidation,24.58,0,715,,Fully Paid,2026-04-07 10:00:00
REQ-01059,9600,36 months,8.24,295.28,A,10+ years,MORTGAGE,88688.0,Source Verified,debt_consolidation,17.04,0,756,60.3,Fully Paid,2026-03-27 03:00:00
REQ-01060,10500,36 months,14.51,338.85,B,5 years,RENT,27706.0,Verified,credit_card,13.35,0,709,77.1,Fully Paid,2026-05-05 00:00:00
REQ-01061,22200,36 months,22.21,804.92,D,10+ years,MORTGAGE,58667.0,Not Verified,credit_card,23.89,0,689,83.63,Charged Off,2026-04-27 03:00:00
REQ-01062,10400,36 months,13.12,348.52,C,4 years,RENT,54442.0,Not Verified,credit_card,10.7,0,699,69.37,Fully Paid,2026-03-13 10:00:00
REQ-01063,40000,60 months,23.47,1047.99,E,10+ years,MORTGAGE,144750.0,Not Verified,debt_consolidation,16.96,0,673,48.13,Charged Off,2026-04-30 14:00:00
REQ-01064,21400,36 months,20.48,752.15,E,10+ years,OWN,25512.0,Not Verified,credit_card,4.7,0,706,58.9,Fully Paid,2026-05-09 07:00:00
REQ-01065,13200,36 months,12.67,430.09,B,10+ years,RENT,60317.0,Verified,major_purchase,13.9,0,694,31.37,Fully Paid,2026-04-01 09:00:00
REQ-01066,40000,36 months,28.44,1547.14,F,6 years,RENT,46944.0,Not Verified,debt_consolidation,8.12,1,674,63.73,Charged Off,2026-05-23 23:00:00
REQ-01067,6700,60 months,15.21,148.06,B,< 1 year,MORTGAGE,95923.0,Verified,credit_card,7.14,2,696,50.97,Fully Paid,2026-04-22 22:00:00
REQ-01068,29300,60 months,16.39,687.7,C,4 years,RENT,65633.0,Verified,debt_consolidation,18.28,0,717,41.67,Fully Paid,2026-04-04 03:00:00
REQ-01069,21700,36 months,6.89,668.94,A,9 years,RENT,65100.0,Not Verified,small_business,9.49,0,751,75.9,Fully Paid,2026-03-02 16:00:00
REQ-01070,17700,60 months,14.93,384.22,B,10+ years,RENT,43917.0,Not Verified,debt_consolidation,17.22,0,691,50.53,Fully Paid,2026-04-27 16:00:00
REQ-01071,20500,36 months,17.92,730.06,D,1 year,RENT,150267.0,Not Verified,small_business,28.15,1,688,69.83,Fully Paid,2026-03-21 11:00:00
REQ-01072,11200,60 months,19.8,268.21,C,6 years,RENT,63375.0,Not Verified,car,8.46,1,696,45.9,Fully Paid,2026-05-09 20:00:00
REQ-01073,32300,36 months,9.86,995.26,B,10+ years,MORTGAGE,28350.0,Source Verified,debt_consolidation,21.51,1,739,80.9,Fully Paid,2026-04-19 14:00:00
REQ-01074,25700,60 months,13.8,562.63,C,10+ years,MORTGAGE,125685.0,Source Verified,debt_consolidation,19.9,1,716,55.63,Fully Paid,2026-04-08 06:00:00
REQ-01075,6300,36 months,12.78,210.09,C,7 years,RENT,63744.0,Source Verified,debt_consolidation,19.27,0,687,10.47,Fully Paid,2026-03-09 03:00:00
REQ-01076,13700,60 months,15.9,304.06,C,10+ years,MORTGAGE,52667.0,Not Verified,home_improvement,29.02,0,698,35.13,Fully Paid,2026-05-03 20:00:00
REQ-01077,11700,36 months,18.19,421.17,E,2 years,RENT,51896.0,Verified,other,11.07,0,700,60.97,Charged Off,2026-03-13 05:00:00
REQ-01078,22200,36 months,19.94,796.36,F,1 year,RENT,93346.0,Source Verified,credit_card,24.85,0,665,62.03,Fully Paid,2026-04-07 17:00:00
REQ-01079,11100,60 months,12.47,222.26,A,8 years,RENT,49479.0,Source Verified,debt_consolidation,13.72,1,729,87.97,Charged Off,2026-05-16 08:00:00
REQ-01080,14600,60 months,15.78,312.22,C,2 years,MORTGAGE,45325.0,Source Verified,small_business,9.21,0,715,69.83,Fully Paid,2026-05-24 07:00:00
REQ-01081,5800,36 months,22.64,207.19,E,4 years,RENT,82402.0,Not Verified,debt_consolidation,12.22,0,698,66.23,Fully Paid,2026-05-19 23:00:00
REQ-01082,17800,36 months,15.14,571.35,B,10+ years,MORTGAGE,37771.0,Verified,credit_card,13.9,0,711,86.83,Charged Off,2026-05-23 09:00:00
REQ-01083,6900,60 months,17.97,164.04,C,2 years,RENT,16188.0,Source Verified,debt_consolidation,39.63,0,704,75.2,Fully Paid,2026-04-18 12:00:00
REQ-01084,5200,36 months,11.63,169.33,B,< 1 year,MORTGAGE,19454.0,Source Verified,credit_card,31.53,0,697,74.13,Fully Paid,2026-03-19 12:00:00
REQ-01085,8200,60 months,22.2,204.67,D,6 years,MORTGAGE,34675.0,Not Verified,credit_card,8.83,0,676,90.37,Fully Paid,2026-05-15 10:00:00
REQ-01086,7300,36 months,14.41,235.24,B,4 years,RENT,44200.0,Not Verified,credit_card,10.86,0,704,39.4,Fully Paid,2026-05-05 21:00:00
REQ-01087,14400,36 months,15.2,462.62,B,5 years,RENT,100671.0,Not Verified,debt_consolidation,9.74,0,717,63.93,Fully Paid,2026-05-24 12:00:00
REQ-01088,4700,36 months,12.38,149.2,C,6 years,RENT,69188.0,Not Verified,debt_consolidation,11.78,0,717,94.07,Fully Paid,2026-04-26 21:00:00
REQ-01089,8900,36 months,15.78,309.74,D,10+ years,RENT,95860.0,Source Verified,credit_card,14.47,0,698,23.47,Fully Paid,2026-03-15 20:00:00
REQ-01090,21000,60 months,20.54,528.02,E,3 years,MORTGAGE,65100.0,Not Verified,medical,8.55,1,678,41.8,Charged Off,2026-04-18 03:00:00
REQ-01091,6100,36 months,15.26,204.83,B,3 years,RENT,75071.0,Not Verified,credit_card,14.89,0,722,69.13,Fully Paid,2026-04-06 07:00:00
REQ-01092,21800,36 months,11.97,672.82,A,3 years,OWN,26283.0,Source Verified,debt_consolidation,30.3,1,762,97.17,Fully Paid,2026-05-13 13:00:00
REQ-01093,25600,36 months,19.05,913.35,D,6 years,RENT,108808.0,Source Verified,debt_consolidation,12.43,0,678,64.87,Fully Paid,2026-04-02 02:00:00
REQ-01094,3800,60 months,9.59,77.21,A,3 years,MORTGAGE,69656.0,Not Verified,debt_consolidation,32.51,0,761,56.3,Fully Paid,2026-03-29 17:00:00
REQ-01095,6300,36 months,13.28,213.12,C,10+ years,MORTGAGE,74000.0,Not Verified,major_purchase,8.12,0,668,52.2,Fully Paid,2026-03-05 19:00:00
REQ-01096,16500,36 months,16.6,544.89,B,7 years,MORTGAGE,47342.0,Source Verified,debt_consolidation,34.79,0,728,41.97,Charged Off,2026-05-14 18:00:00
REQ-01097,28300,60 months,12.73,576.94,A,9 years,MORTGAGE,81331.0,Not Verified,debt_consolidation,25.07,0,735,,Fully Paid,2026-05-05 00:00:00
REQ-01098,20600,36 months,10.62,670.72,B,2 years,OWN,42900.0,Not Verified,credit_card,11.83,1,720,45.6,Fully Paid,2026-03-07 13:00:00
REQ-01099,21200,36 months,31.04,883.1,G,10+ years,RENT,71756.0,Verified,credit_card,12.1,1,640,,Charged Off,2026-04-08 08:00:00
REQ-01100,33300,36 months,20.2,1198.87,D,10+ years,RENT,45240.0,Not Verified,credit_card,21.15,1,698,76.43,Charged Off,2026-04-06 15:00:00
REQ-01101,5400,60 months,19.76,134.96,D,10+ years,RENT,135360.0,Verified,debt_consolidation,11.47,0,703,71.53,Fully Paid,2026-04-12 21:00:00
REQ-01102,20200,36 months,24.37,739.12,D,,MORTGAGE,55192.0,Not Verified,debt_consolidation,19.6,1,705,31.23,Fully Paid,2026-05-19 07:00:00
REQ-01103,13000,36 months,15.19,448.68,C,< 1 year,RENT,98210.0,Not Verified,debt_consolidation,16.58,0,699,57.07,Fully Paid,2026-03-09 02:00:00
REQ-01104,10400,36 months,19.39,375.41,D,7 years,RENT,66375.0,Not Verified,debt_consolidation,12.91,1,687,60.9,Fully Paid,2026-03-23 13:00:00
REQ-01105,12000,36 months,8.19,371.57,A,10+ years,MORTGAGE,48971.0,Verified,debt_consolidation,11.64,0,750,74.33,Fully Paid,2026-03-19 04:00:00
REQ-01106,14000,36 months,15.38,481.07,C,< 1 year,RENT,57883.0,Verified,home_improvement,20.28,0,705,18.23,Fully Paid,2026-03-16 17:00:00
REQ-01107,13500,36 months,17.85,453.89,C,10+ years,MORTGAGE,31429.0,Source Verified,debt_consolidation,7.13,1,695,56.77,Fully Paid,2026-05-16 21:00:00
REQ-01108,9800,36 months,11.26,297.07,A,3 years,RENT,19888.0,Not Verified,debt_consolidation,24.98,0,748,41.63,Fully Paid,2026-05-21 14:00:00
REQ-01109,3700,36 months,11.93,122.77,C,6 years,RENT,69500.0,Not Verified,credit_card,11.63,1,715,62.6,Fully Paid,2026-03-04 06:00:00
REQ-01110,27500,36 months,16.42,925.52,C,1 year,RENT,75850.0,Verified,debt_consolidation,25.62,0,717,77.97,Charged Off,2026-04-20 00:00:00
REQ-01111,8400,36 months,18.31,300.78,D,,MORTGAGE,68425.0,Source Verified,credit_card,34.4,0,675,41.23,Charged Off,2026-03-19 08:00:00
REQ-01112,18700,36 months,18.64,672.68,D,8 years,MORTGAGE,95162.0,Not Verified,debt_consolidation,15.4,0,682,47.73,Charged Off,2026-03-17 01:00:00
REQ-01113,37700,60 months,11.18,795.09,B,10+ years,RENT,67688.0,Verified,small_business,22.27,0,748,47.0,Fully Paid,2026-03-29 20:00:00
REQ-01114,3500,36 months,7.54,107.34,A,5 years,RENT,27888.0,Source Verified,debt_consolidation,27.65,1,759,32.43,Fully Paid,2026-03-18 00:00:00
REQ-01115,25400,36 months,16.66,870.09,C,< 1 year,OWN,118250.0,Not Verified,credit_card,37.11,0,705,32.03,Charged Off,2026-04-09 07:00:00
REQ-01116,12300,36 months,15.23,395.33,B,10+ years,RENT,91575.0,Source Verified,home_improvement,16.92,0,714,24.23,Fully Paid,2026-05-18 03:00:00
